task_id,exact_match,first_divergence_turn_a,root_cause_a,shorter_path_verdict_a,observation_used_correctly_a,reward_ordering_correct_a,responsible_reward_component_a,recommended_fix_a,first_divergence_turn_b,root_cause_b,shorter_path_verdict_b,observation_used_correctly_b,reward_ordering_correct_b,responsible_reward_component_b,recommended_fix_b,confidence_diff
8b77968f-aa3b-443c-a226-7a628b611fb1,False,1,reward_mismatch,valid,,False,call_count,outcome_reward,1,reward_mismatch,valid,True,False,call_count,credit_assignment,0.0
8c6e3438-0dcc-4afe-95b7-13b00fb18ef0,False,3,argument_values,not_applicable,True,True,argument_values,no_change,3,argument_values,not_applicable,True,False,argument_values,no_change,0.09999999999999998
8c8656c5-6b19-4613-af48-e6018b737159,False,3,later_tool_selection,invalid,True,False,call_count,credit_assignment,3,valid_shorter_path,valid,True,False,call_count,credit_assignment,0.0
8e557b55-c268-4566-9210-96b3dc488ea2,False,1,valid_shorter_path,valid,True,False,call_count,credit_assignment,1,evaluator_or_data_inconsistency,valid,False,False,call_count,evaluator_or_data_fix,0.0
8ebc079b-4585-41c6-b54d-4fffdaeff352,False,1,initial_tool_selection,invalid,True,True,terminal_outcome,outcome_reward,1,initial_tool_selection,invalid,True,True,call_count,tool_selection_data,0.0
8ecad92c-4bed-41f6-9f33-928461657a5d,False,1,initial_tool_selection,not_applicable,,True,executability,tool_selection_data,1,initial_tool_selection,not_applicable,,True,tool_name,tool_selection_data,0.09999999999999998
8ee6619d-4344-417e-a2bb-dbbd84fa3396,False,3,wrong_final_answer,not_applicable,True,False,terminal_outcome,terminal_classification,3,later_tool_selection,not_applicable,False,False,tool_name,tool_selection_data,0.0
916b2049-ac2d-4d32-b022-e9182f258024,False,1,initial_tool_selection,invalid,False,True,terminal_outcome,tool_selection_data,1,argument_values,invalid,False,True,argument_values,targeted_semantic_sft,0.0
925e5a42-be49-45d0-ae48-9f76fbe1a0a2,False,2,wrong_final_answer,not_applicable,True,False,terminal_outcome,terminal_classification,2,reward_mismatch,not_applicable,True,False,executability,credit_assignment,0.04999999999999993
95f4c040-4bac-4c75-b790-8446b76e4609,True,2,wrong_final_answer,not_applicable,True,False,terminal_outcome,terminal_classification,2,wrong_final_answer,not_applicable,True,False,terminal_outcome,terminal_classification,0.0
96aae8cf-2667-455f-8b59-033ae86f88a1,False,1,initial_tool_selection,valid,True,False,call_count,credit_assignment,1,valid_shorter_path,valid,True,False,call_count,credit_assignment,0.04999999999999993
97dc3022-3ebc-4511-9f50-d22da3a73179,False,1,initial_tool_selection,valid,True,True,call_count,credit_assignment,,valid_shorter_path,valid,,False,call_count,credit_assignment,0.0
99501e17-529b-42b7-ae83-e98b576c8019,True,3,premature_stop,invalid,True,True,terminal_outcome,terminal_classification,3,premature_stop,invalid,True,True,terminal_outcome,terminal_classification,0.0
99f425b1-84c4-4a92-a916-12b847352319,False,2,argument_values,valid,True,True,terminal_outcome,outcome_reward,2,later_tool_selection,invalid,True,True,terminal_outcome,no_change,0.0
9a23a3ec-0f70-4acf-867f-1a82c0ca5b17,False,6,valid_shorter_path,valid,True,False,call_count,credit_assignment,6,valid_shorter_path,valid,True,False,argument_values,no_change,0.04999999999999993
9a752e1c-dffb-4c71-84d5-687970836ce7,False,2,argument_keys,not_applicable,True,False,argument_keys,tool_selection_data,2,wrong_final_answer,not_applicable,True,False,terminal_outcome,outcome_reward,0.09999999999999998
9bb69164-80c4-4c4e-a9d2-fa3fa8bee4e3,True,1,valid_shorter_path,valid,True,False,call_count,credit_assignment,1,valid_shorter_path,valid,True,False,call_count,credit_assignment,0.0
a07bd6ce-e76b-4e9e-8e2c-8b3e2e7690ef,True,2,wrong_final_answer,not_applicable,True,False,terminal_outcome,terminal_classification,2,wrong_final_answer,not_applicable,True,False,terminal_outcome,terminal_classification,0.0
a1fe3172-ee8a-463f-a08f-77aa8053d19a,False,1,argument_values,invalid,,True,executability,observation_grounding_data,1,initial_tool_selection,invalid,,True,executability,tool_selection_data,0.04999999999999993
a25025bf-d957-471f-a37a-88b08502e3c9,False,2,wrong_output_field,not_applicable,True,False,terminal_outcome,terminal_classification,2,wrong_final_answer,not_applicable,True,False,terminal_outcome,terminal_classification,0.09999999999999998
a330bb9e-a3eb-456a-87c3-63caf6822fad,False,4,valid_shorter_path,valid,True,False,terminal_outcome,credit_assignment,4,argument_values,not_applicable,True,False,argument_values,credit_assignment,0.0
a47f04d6-63ea-4148-9f24-9cb80a591d58,False,1,initial_tool_selection,valid,True,False,call_count,credit_assignment,1,valid_shorter_path,valid,True,False,call_count,credit_assignment,0.0
a576f58b-44b2-498e-b7d9-32bdbb48dd6c,True,2,argument_values,invalid,True,True,argument_values,targeted_semantic_sft,2,argument_values,invalid,True,True,argument_values,targeted_semantic_sft,0.0
a65663e7-afb5-48af-ae7d-4a2611b93176,False,2,argument_values,invalid,True,True,argument_values,observation_grounding_data,2,premature_stop,invalid,,False,terminal_outcome,terminal_classification,0.0
a6c7ce3c-6d2e-4dff-a6e7-cad6b9d07cee,False,,executable_wrong_global_plan,invalid,,True,terminal_outcome,targeted_semantic_sft,,unclear,not_applicable,,,none,no_change,0.09999999999999998
a76ec66d-10a1-4b45-ad29-e63d67881a08,False,2,argument_values,invalid,True,True,argument_values,observation_grounding_data,2,argument_values,invalid,True,True,argument_values,targeted_semantic_sft,0.0
a90adb78-71aa-4125-b7c4-6151ed659a80,False,4,valid_shorter_path,valid,True,False,call_count,credit_assignment,4,argument_values,valid,True,False,argument_values,no_change,0.0
aaece8ba-0384-4d94-a479-fe00d0eb94e0,False,1,argument_values,invalid,False,True,argument_values,targeted_semantic_sft,,initial_tool_selection,invalid,,True,terminal_outcome,tool_selection_data,0.09999999999999998
ac7ff9ba-5f9b-45db-ac99-a27751c32a2f,False,1,argument_values,valid,True,True,argument_values,targeted_semantic_sft,1,initial_tool_selection,invalid,,False,terminal_outcome,outcome_reward,0.0
b0643ded-c098-4051-958b-db37c7b2aa00,False,2,argument_values,not_applicable,False,False,terminal_outcome,outcome_reward,2,argument_values,not_applicable,False,False,argument_values,observation_grounding_data,0.0
b169f0ea-3a25-4627-9795-9d390379e73f,False,1,valid_shorter_path,valid,True,True,argument_values,no_change,,valid_shorter_path,valid,True,False,argument_values,credit_assignment,0.0
b17fe079-7816-4882-98fd-ba692caae2e3,False,1,valid_shorter_path,valid,True,True,call_count,targeted_semantic_sft,1,premature_stop,invalid,False,True,terminal_outcome,terminal_classification,0.0
b2861b15-913e-4b89-a37e-16a3468170a6,False,2,argument_values,not_applicable,True,True,argument_values,credit_assignment,2,argument_values,not_applicable,True,False,argument_values,credit_assignment,0.0
b2bc3b35-5e35-4b6a-a868-996586962919,False,1,initial_tool_selection,invalid,,True,tool_name,tool_selection_data,1,initial_tool_selection,not_applicable,,True,tool_name,tool_selection_data,0.09999999999999998
b4edb02b-2784-43f9-9a5f-47d9605c2c32,False,4,argument_values,not_applicable,False,True,terminal_outcome,terminal_classification,,argument_values,not_applicable,,True,argument_values,tool_selection_data,0.09999999999999998
b6014609-5bd3-4f6a-8f09-1df7d9477c98,False,1,initial_tool_selection,not_applicable,,True,tool_name,tool_selection_data,,unclear,not_applicable,,,none,no_change,0.09999999999999998
b6835357-8b9f-4f3b-ad07-1b79d2ed2b44,False,2,wrong_output_field,invalid,False,True,terminal_outcome,observation_grounding_data,2,argument_keys,invalid,True,False,argument_keys,credit_assignment,0.0
b6d5414b-1f27-48c2-b8cb-375d529e5198,False,1,initial_tool_selection,not_applicable,,True,terminal_outcome,no_change,1,initial_tool_selection,invalid,False,False,tool_name,tool_selection_data,0.0
b6d97ba7-cdef-4fab-a0e4-25250e8072ef,False,2,argument_values,valid,False,True,terminal_outcome,outcome_reward,2,argument_values,valid,False,False,terminal_outcome,outcome_reward,0.09999999999999998
b7a49346-8333-4c96-9ed8-9dca8f299089,True,2,later_tool_selection,invalid,False,True,tool_name,tool_selection_data,2,later_tool_selection,invalid,False,True,tool_name,tool_selection_data,0.0
b7da19f4-c0e1-406b-9e71-ac01a07ff928,False,1,premature_stop,invalid,,True,call_count,tool_selection_data,1,premature_stop,invalid,,True,terminal_outcome,terminal_classification,0.09999999999999998
b85f618a-386d-4bbd-ba60-7f6ce29e52fe,False,,valid_shorter_path,valid,True,False,call_count,outcome_reward,,evaluator_or_data_inconsistency,valid,True,False,terminal_outcome,evaluator_or_data_fix,0.09999999999999998
bcc26a14-3d93-49b2-a563-d7679d23f5a6,False,1,initial_tool_selection,valid,True,False,call_count,credit_assignment,1,valid_shorter_path,valid,True,False,call_count,outcome_reward,0.0
bef72027-79fd-4e32-8407-b6fab9c37847,True,,valid_shorter_path,valid,True,False,call_count,credit_assignment,,valid_shorter_path,valid,True,False,call_count,credit_assignment,0.0
c0147c17-efc0-44df-abbf-d32e2f988f91,False,1,initial_tool_selection,invalid,,True,call_count,tool_selection_data,1,initial_tool_selection,invalid,,False,call_count,credit_assignment,0.0
c0ab62f4-2759-41d1-b6f9-62d17fc544ba,False,1,argument_values,valid,True,True,executability,outcome_reward,1,argument_values,valid,True,True,executability,no_change,0.09999999999999998
c1e4dbf0-d977-421b-a4f6-cd56648af12d,True,1,valid_shorter_path,valid,True,False,call_count,credit_assignment,1,valid_shorter_path,valid,True,False,call_count,credit_assignment,0.04999999999999993
c28f3807-67fa-4513-8fdc-7802409d49d9,False,2,argument_values,valid,True,False,call_count,credit_assignment,2,valid_shorter_path,valid,True,False,call_count,credit_assignment,0.0
c2fac0c6-f7a1-487c-8c52-d8be210cc007,False,4,valid_shorter_path,valid,True,False,call_count,credit_assignment,4,wrong_final_answer,invalid,True,True,terminal_outcome,outcome_reward,0.0
c35dfbfd-76ae-45d3-a7b2-7a46c10936df,False,5,argument_values,not_applicable,True,True,argument_values,targeted_semantic_sft,,executable_wrong_global_plan,not_applicable,,True,terminal_outcome,outcome_reward,0.09999999999999998
c3897a83-c732-4035-ba9e-558436c70b9a,False,2,premature_stop,invalid,True,True,call_count,process_reward,2,later_tool_selection,invalid,True,True,call_count,tool_selection_data,0.09999999999999998
c45bbf72-32c6-4281-927e-ad69291df73d,False,1,argument_values,invalid,False,True,terminal_outcome,outcome_reward,1,argument_values,invalid,False,True,argument_values,targeted_semantic_sft,0.0
c56b7af3-ffea-413b-b27a-131611ecc3dc,False,2,later_tool_selection,valid,True,True,tool_name,targeted_semantic_sft,2,later_tool_selection,valid,True,False,call_count,credit_assignment,0.0
c5877c48-14f3-4ca5-a211-18e00054e484,False,,valid_shorter_path,valid,,True,none,no_change,,unclear,not_applicable,,,none,no_change,0.0
c5f39bd0-95b9-4db8-b487-739ff47c120c,False,1,executable_wrong_global_plan,invalid,False,True,executability,tool_selection_data,3,argument_values,not_applicable,True,True,executability,no_change,0.04999999999999993
c641d5f3-909f-4a6b-b03b-8227ce77eeb0,False,1,premature_stop,valid,True,False,call_count,credit_assignment,0,initial_tool_selection,valid,,False,tool_name,tool_selection_data,0.04999999999999993
c869fe14-c0ef-4c6e-89b1-b69f44f63b9d,False,1,initial_tool_selection,invalid,,False,call_count,tool_selection_data,1,valid_shorter_path,valid,True,False,call_count,credit_assignment,0.0
c8a52dc3-691c-46e4-b4f2-a1ab8097cc5a,False,2,later_tool_selection,valid,True,False,call_count,credit_assignment,2,later_tool_selection,valid,False,True,executability,tool_selection_data,0.0
c9cabae3-811e-4e9f-87d8-92cb861e3045,True,5,argument_values,not_applicable,False,True,argument_values,observation_grounding_data,5,argument_values,not_applicable,False,True,argument_values,observation_grounding_data,0.0
ca30039f-334d-4462-8912-ff7996912bb9,False,3,valid_shorter_path,valid,True,False,call_count,outcome_reward,3,valid_shorter_path,valid,True,True,none,no_change,0.09999999999999998
cc913e65-ef94-4fb4-a4b2-d420e02ab4be,False,1,initial_tool_selection,not_applicable,,True,terminal_outcome,outcome_reward,1,executable_wrong_global_plan,invalid,,,terminal_outcome,targeted_semantic_sft,0.0
cd96c9ad-13d1-4596-b577-a295e45ba976,False,,argument_values,not_applicable,,True,argument_values,observation_grounding_data,,argument_values,not_applicable,False,True,argument_values,observation_grounding_data,0.0
cdfc6ae1-e182-443e-b66e-1162b3d38a03,False,1,initial_tool_selection,valid,True,True,tool_name,tool_selection_data,1,later_tool_selection,valid,True,False,tool_name,tool_selection_data,0.09999999999999998
d1f76894-c9d3-4419-bdf3-792935fe9214,False,2,argument_values,not_applicable,True,False,argument_values,outcome_reward,2,argument_values,not_applicable,False,False,argument_values,observation_grounding_data,0.0
d448887d-7cc2-4ae2-90d4-a5b97f5dddc9,False,3,wrong_output_field,not_applicable,False,True,terminal_outcome,observation_grounding_data,3,wrong_final_answer,not_applicable,True,False,terminal_outcome,outcome_reward,0.04999999999999993
d68f72eb-874c-4304-afe3-f7739de46e8f,False,2,premature_stop,invalid,True,True,call_count,process_reward,2,premature_stop,invalid,,True,call_count,no_change,0.09999999999999998
d8f8b942-c7da-4cab-a2c0-419f79e18431,False,1,valid_shorter_path,valid,True,True,call_count,credit_assignment,1,valid_shorter_path,valid,True,False,call_count,credit_assignment,0.0
db8d72af-7a1a-4201-a376-4b827b0162df,False,2,premature_stop,valid,True,True,call_count,credit_assignment,2,premature_stop,invalid,False,True,call_count,credit_assignment,0.04999999999999993
dffcc85f-cd59-49b3-9d00-c78322445bce,False,2,wrong_output_field,not_applicable,True,False,executability,credit_assignment,2,argument_values,not_applicable,False,True,argument_values,observation_grounding_data,0.09999999999999998
e089d36f-ab1f-48e9-b547-c525f2e5f214,False,,wrong_final_answer,not_applicable,,True,terminal_outcome,terminal_classification,,wrong_final_answer,not_applicable,True,True,terminal_outcome,terminal_classification,0.09999999999999998
e3f3049a-021f-4f90-9c4e-640aaf4519c4,False,1,initial_tool_selection,not_applicable,True,False,tool_name,tool_selection_data,1,initial_tool_selection,not_applicable,True,False,tool_name,credit_assignment,0.0
e409ff80-64e3-43f1-aacb-2d552908e8ea,False,1,reward_mismatch,valid,True,False,terminal_outcome,outcome_reward,1,argument_values,valid,True,False,terminal_outcome,no_change,0.0
e415b98a-78ec-4b97-b20c-9ae8ca78333d,False,1,initial_tool_selection,not_applicable,,True,tool_name,tool_selection_data,,initial_tool_selection,not_applicable,,True,tool_name,tool_selection_data,0.09999999999999998
e53a50d4-dc11-4d47-81b5-14269953bf92,False,1,initial_tool_selection,invalid,True,False,tool_name,tool_selection_data,1,initial_tool_selection,invalid,True,True,tool_name,tool_selection_data,0.0
e5908a48-4f50-4df2-8ca0-c32ed32177fb,False,4,premature_stop,invalid,True,False,call_count,targeted_semantic_sft,4,argument_values,invalid,False,False,call_count,credit_assignment,0.09999999999999998
e5eb37ac-bd11-4a84-82a3-588c93ba7712,False,1,initial_tool_selection,valid,True,True,tool_name,no_change,1,valid_shorter_path,valid,True,False,call_count,credit_assignment,0.0
e6f87834-9065-4acb-b170-34e171f97465,True,1,valid_shorter_path,valid,True,True,call_count,credit_assignment,1,valid_shorter_path,valid,True,True,call_count,credit_assignment,0.09999999999999998
e70a9854-a413-497f-8abe-74b3b1a63bc7,False,,valid_shorter_path,valid,True,False,call_count,credit_assignment,,valid_shorter_path,valid,,True,none,no_change,0.050000000000000044
e70bd2c9-99af-410a-bc6d-61a65e00f7d8,True,1,valid_shorter_path,valid,True,False,call_count,credit_assignment,1,valid_shorter_path,valid,True,False,call_count,credit_assignment,0.09999999999999998
e8605b92-ee9a-4265-9c3c-aa4bc3a691e9,False,,executable_wrong_global_plan,invalid,,True,terminal_outcome,targeted_semantic_sft,,wrong_final_answer,not_applicable,,True,terminal_outcome,outcome_reward,0.0
eaf68218-8055-4028-a3f6-680f01370097,False,,valid_shorter_path,valid,True,False,call_count,credit_assignment,,unclear,not_applicable,,,none,no_change,0.0
eb98f598-754c-4117-b630-dc58914f2a4d,False,,valid_shorter_path,valid,True,False,call_count,credit_assignment,,evaluator_or_data_inconsistency,not_applicable,,,unclear,evaluator_or_data_fix,0.09999999999999998
ec600a06-e26f-467a-900e-f02aa2588c2b,False,2,valid_shorter_path,valid,True,False,call_count,credit_assignment,2,argument_values,not_applicable,True,False,argument_values,no_change,0.0
ec654414-df15-4621-9b4d-3570a4ae6864,True,2,wrong_final_answer,not_applicable,True,False,terminal_outcome,terminal_classification,2,wrong_final_answer,not_applicable,True,False,terminal_outcome,terminal_classification,0.09999999999999998
ed95f1e2-dbf9-48ff-bf72-de405356a89b,False,1,valid_shorter_path,valid,True,False,call_count,outcome_reward,1,wrong_final_answer,valid,True,False,terminal_outcome,outcome_reward,0.0
ef29201e-ebf0-47cc-8228-3f68241ef6f5,False,4,valid_shorter_path,valid,True,False,argument_values,credit_assignment,,valid_shorter_path,valid,True,False,call_count,credit_assignment,0.050000000000000044
efab9973-cf02-46ff-91ca-bcfc978f1060,False,,valid_shorter_path,valid,,False,call_count,credit_assignment,,unclear,not_applicable,,,none,no_change,0.0
f3bf492e-464a-4b3c-be74-26ece6059721,False,3,argument_values,invalid,False,False,argument_values,targeted_semantic_sft,3,premature_stop,invalid,True,True,call_count,process_reward,0.04999999999999993
f50c216d-76ee-4609-8fd7-5e6efeb01927,False,,valid_shorter_path,valid,True,False,call_count,credit_assignment,,unclear,not_applicable,,,none,no_change,0.0
f62eee65-6d86-4fab-a3ab-1ebb99222f65,False,2,later_tool_selection,invalid,True,True,call_count,credit_assignment,2,later_tool_selection,invalid,True,False,terminal_outcome,outcome_reward,0.0
f66f39fa-83da-43b8-8f2c-bbbcb4661a5d,False,1,valid_shorter_path,valid,,False,terminal_outcome,terminal_classification,1,valid_shorter_path,valid,True,False,call_count,credit_assignment,0.0
f8392a35-50dc-44a0-bd97-d824c0b58c4f,False,3,valid_shorter_path,valid,True,False,call_count,outcome_reward,3,valid_shorter_path,valid,True,False,argument_values,credit_assignment,0.09999999999999998
f88cace8-b7e7-4985-a330-f2d39bc256ea,False,2,valid_shorter_path,valid,True,False,call_count,credit_assignment,,valid_shorter_path,valid,True,False,argument_values,credit_assignment,0.050000000000000044
f8fdce32-9e0f-4f9c-bd0d-15dfce117a71,False,5,wrong_final_answer,valid,True,True,terminal_outcome,no_change,5,wrong_output_field,invalid,False,True,terminal_outcome,terminal_classification,0.0
f931b90f-061b-49a6-807e-c760811bcbbc,False,2,premature_stop,invalid,True,False,call_count,credit_assignment,2,premature_stop,invalid,True,True,terminal_outcome,no_change,0.09999999999999998
fa47c82a-60bf-4ff0-bcf7-d7b41fe795c4,False,5,valid_shorter_path,valid,True,False,call_count,credit_assignment,5,valid_shorter_path,valid,True,False,argument_values,no_change,0.0
fc0ea07a-cf46-4011-a262-df20234c75e6,False,2,argument_values,not_applicable,False,False,argument_values,credit_assignment,2,evaluator_or_data_inconsistency,not_applicable,True,False,terminal_outcome,evaluator_or_data_fix,0.0
fc7d9c59-0aad-43be-a2ef-6d5b00633f30,True,2,wrong_final_answer,not_applicable,True,False,terminal_outcome,outcome_reward,2,wrong_final_answer,not_applicable,True,False,terminal_outcome,outcome_reward,0.09999999999999998
fd03dd17-e388-4fd6-ad21-fac7bfe0b176,False,1,reward_mismatch,valid,,False,call_count,credit_assignment,1,valid_shorter_path,valid,,False,call_count,credit_assignment,0.0
fdb9997f-23ee-4897-b6b5-cb8d56de2bb8,False,1,valid_shorter_path,valid,True,True,call_count,credit_assignment,1,valid_shorter_path,valid,True,False,call_count,credit_assignment,0.0
fe3ebaf1-4861-425f-a681-3ed6815e4f24,True,1,initial_tool_selection,valid,True,False,call_count,credit_assignment,1,initial_tool_selection,valid,True,False,call_count,credit_assignment,0.0
fe72229a-2b0d-4eb4-8ba9-1e5179ff5029,False,2,later_tool_selection,valid,True,True,tool_name,tool_selection_data,2,later_tool_selection,valid,True,False,call_count,credit_assignment,0.0
ff6f567d-265a-4ac1-9e31-35d964ed83d9,True,1,initial_tool_selection,not_applicable,True,True,tool_name,tool_selection_data,1,initial_tool_selection,not_applicable,True,True,tool_name,tool_selection_data,0.09999999999999998
ffc20e46-5975-4bc7-b0d5-23f712931223,False,2,later_tool_selection,invalid,True,True,terminal_outcome,tool_selection_data,2,argument_values,invalid,True,True,argument_values,observation_grounding_data,0.0
