answer_leak_in_question,constants_mentioned_in_question,explicit_op_word_count,generation_cell,mean_gold_offered_position,n_offered,program_hash,question_skeleton,sample_id,tool_combo
0,1,1,A_4call_branch_aggregate_tool_catalog_00,6.75,16,423499be6a61,"a school tracks these figures for its yearbook. step #: compute # percent of #. step #: divide # by #. step #: compute how many whole times # fits into #. step #: add up the result of step #, the resu",ttdf_230e5db52229,percent_of|divide|floor_divide|sum_of_three
0,1,0,G_4call_fan_in_variable_pla_00,5.5,11,6a45cdf74f44,a hiking club recorded these values. step #: add # and #. step #: compute # percent of #. step #: subtract that result from the result of step #. step #: label that result with the unit 'boxes'.,ttdf_4395ab4804db,total_of_pair|portion_by_rate|remaining_after|annotate_measurement
0,1,2,G_2call_linear_continuation_00,3.5,8,ed123b2ddd17,"to start, find the average of #, #, #. after that, use the result to divide #.",ttdf_72456fbaceec,central_value|split_evenly
0,1,1,A_6pcall_linear_long_horizon_00,3.5,9,40976fb4ac7d,"convert # degrees from fahrenheit to celsius and find # percent of the result. then, decrease that result by # percent. next, increase that result by # percent. then, add the result of that to #. fina",ttdf_27aaca70dd97,fahrenheit_to_celsius|percentage_value|decrease_by_percent|increase_by_percent|sum_two_numbers|append_to_values
0,1,1,A_6pcall_fan_in_long_horizon_00,5.166666666666667,12,9011b2f952e3,a shop reviews its figures. step #: increase # by # percent. step #: negate that result. step #: increase that result by # percent. step #: decrease # by # percent. step #: compute how many whole time,ttdf_0da13eb1c2e8,increase_by_percent|negate|increase_by_percent|decrease_by_percent|whole_quotient|average_of_two
0,1,2,A_6pcall_linear_long_horizon_00,3.8333333333333335,9,f42ef444e56a,"determine the outcome of this procedure: find the #-based position of the largest item in [#, #, #, #, #, #]; average # and that result; divide # by that result; compute the ratio of # to that result;",ttdf_17a2ddc2dd33,position_of_maximum|average_of_two|divide|ratio_of|inverse|append_to_values
0,1,0,A_3call_linear_variable_pla_00,3.0,8,c1ee82038d78,"first, find # percent of #. then, negate that result. finally, label the result with the unit 'kg'.",ttdf_1cdd7c283176,percent_of|negate|label_with_unit
0,1,2,G_4call_branch_aggregate_tool_catalog_00,3.75,16,be2c0254de99,"compute the ratio of # to #; next add # and #; next average # and #; finally average the result of step #, the result of step # and that result. (for context only: the meeting lasted # minutes.)",ttdf_ea8c5f94acb7,proportion_between|total_of_pair|midpoint_value|balance_of_three
0,1,0,A_6pcall_linear_long_horizon_00,5.5,11,9fcf3b9757db,"compute the ratio of # to #, after that round that result to the nearest whole number, after that find the remainder of that result divided by #, after that find the absolute difference between that r",ttdf_0001c0bc1f80,ratio_of|nearest_integer|modulo_of|absolute_difference|decrease_by_percent|ceiling|sum_two_numbers|scale_values
0,1,3,G_2call_linear_continuation_04,8.0,12,099842d91ea2,"to get the final value, sum #, #, #, #, then average the result of that sum with #.",ttdf_1a6e38f0369c,aggregate_total|midpoint_value
0,1,0,A_6pcall_linear_long_horizon_00,4.333333333333333,9,3e642c043e68,"take # percent of #, then subtract that result from #. next, figure out how many whole times # goes into the result. increase the result by # percent, then find the absolute difference between # and t",ttdf_1a01c6d536a4,percentage_value|subtract|floor_divide|increase_by_percent|absolute_difference|nearest_integer
0,1,1,A_6pcall_fan_in_long_horizon_00,6.142857142857143,12,4f64ecfda760,a hiking club recorded these values. step #: average # and #. step #: compute # percent of that result. step #: take the square root of that result. step #: round # to # decimal places. step #: add th,ttdf_0d411ccb498c,average_of_two|percentage_value|sqrt|round_to_decimals|add|modulo_of|percentage_value
0,1,1,A_6pcall_linear_long_horizon_00,5.333333333333333,8,2681a6dc39a9,"start by converting # meters to kilometers. then, find the absolute difference between # and the result obtained. then, calculate the absolute difference between # and that result. next, average # and",ttdf_a321a8fea7c6,meters_to_km|absolute_difference|absolute_difference|average_of_two|absolute_difference|nearest_integer
0,1,1,G_3call_fan_in_variable_pla_00,3.6666666666666665,11,f195d927a924,a shop reviews its figures. step #: add # and #. step #: convert # meters to kilometers. step #: compute the ratio of the result of step # to that result. report only the final value.,ttdf_227886ccefeb,total_of_pair|km_from_meters|proportion_between
0,1,0,A_2call_linear_continuation_01,1.5,12,fb09ae599ee1,a hiking club recorded these values. step #: compute # percent of #. step #: check whether that result lies between # and #.,ttdf_04e494f5a70b,percent_of|is_within_range
0,1,1,G_2call_linear_continuation_01,4.5,11,bbaa4997fd5f,"a lab notebook lists these measurements. step #: average the list [#, #, #, #, #]. step #: increase # by that result percent.",ttdf_d286d593a710,central_value|grow_by_rate
0,1,0,G_3call_linear_variable_pla_00,4.666666666666667,9,7fb2c9617a0e,"to begin, tally the items in [#, #, #, #, #]. then, determine how many whole times # fits into the total. after, subtract that value from #. give the outcome.",ttdf_262c686d2838,series_length|full_groups_of|remaining_after
0,1,1,G_5call_fan_in_long_horizon_00,2.4,10,2bb9690dff90,"first, round # down to the nearest whole number, then convert # degrees fahrenheit into celsius. next, find the remainder when that result is divided by #, and round that result up to the nearest whol",ttdf_01c4b480c3d9,round_down_whole|celsius_from_fahrenheit|leftover_after_grouping|round_up_whole|gap_between
0,1,0,A_2call_linear_continuation_03,4.5,9,c12659c9f484,a lab notebook lists these measurements. step #: compute the ratio of # to #. step #: round that result up to a whole number. report only the final value.,ttdf_4fd7f3793225,ratio_of|ceiling
0,1,1,A_2call_linear_tool_catalog_02,1.5,15,287731b89e2b,"calculate the average of #, #, #, #, #, #. next, determine the ratio of that result to #. also, the office moved in #.",ttdf_325530f5c958,mean_of_values|ratio_of
0,1,1,G_3call_fan_in_variable_pla_00,5.0,11,acbaa7d4d180,"first, convert # degrees celsius to fahrenheit. then add # and #, then, use the result of that addition and the result of the conversion to compute what the ratio of the result of step # to the value ",ttdf_2bc38c9c4e20,fahrenheit_from_celsius|total_of_pair|proportion_between
0,1,1,G_4call_linear_variable_pla_00,4.0,8,455b3ab30046,"first, find the average of # and #. next, subtract # from that result. then, round the result of that to the nearest whole number: finally, calculate that value as a percentage of #.",ttdf_3f0160b25ed5,midpoint_value|reduce_amount|whole_number_of|portion_by_rate
0,1,2,G_3call_fan_in_variable_pla_00,2.3333333333333335,11,01a321977035,"to begin, convert # degrees fahrenheit to celsius. next, find the remainder of # divided by #. lastly, average the result of step # and that result. what is the final result?",ttdf_699f3954362d,celsius_from_fahrenheit|leftover_after_grouping|midpoint_value
0,1,2,A_3call_fan_in_tool_catalog_01,7.0,13,7ff718261e85,a delivery service reviews yesterday's log. step #: convert # hours to minutes. step #: compute how many whole times # fits into #. step #: multiply the result of step # by that result. (for context o,ttdf_dab00e9a8e0b,hours_to_minutes|floor_divide|multiply
0,1,1,A_3call_fan_in_variable_pla_00,6.666666666666667,11,e65c16fdbd6c,a hiking club recorded these values. step #: increase # by # percent. step #: convert # degrees fahrenheit to celsius. step #: compute the result of step # percent of that result.,ttdf_1f203e751574,increase_by_percent|fahrenheit_to_celsius|percent_of
0,1,0,A_2call_linear_continuation_03,6.5,8,215b8bd32e21,"a shop reviews its figures. step #: find the #-based position of the largest item in [#, #, #]. step #: subtract that result from #.",ttdf_6816b7fc0b9c,position_of_maximum|difference_of_numbers
0,1,1,G_4call_fan_in_variable_pla_00,6.0,12,d66f4361161e,a school tracks these figures for its yearbook. step #: square #. step #: convert # kilometers to meters. step #: compute the ratio of the result of step # to that result. step #: build an identifier ,ttdf_c9fd563a2130,self_product|meters_from_km|proportion_between|compose_reference_code
0,1,2,A_4call_linear_variable_pla_00,4.25,8,bbeb0f698249,"begin by rounding # up to the nearest whole number. then, square the resulting value. after that, divide # by that result. lastly, multiply the result by # and report only the final value.",ttdf_33305ee7e8a9,ceiling|square_value|divide|product_of_numbers
0,1,3,G_3call_fan_in_variable_pla_00,4.666666666666667,12,fa3c77691095,"my target is to average the result of step # and the value those steps produce, and the way there is: convert # kilometers to meters, then divide # by #.",ttdf_a3836effad43,meters_from_km|split_evenly|midpoint_value
0,1,0,G_2call_linear_tool_catalog_02,6.5,15,1c9e6b0b12cf,"i need the final value after the following steps: find the spread (max minus min) of [#, #, #, #, #]; find the absolute difference between # and that result. (note: the team has # members, which is no",ttdf_14a8147546d7,series_spread|gap_between
0,1,0,G_2call_linear_continuation_01,0.5,10,42f96369edd7,"first, negate #, then take the reciprocal of that result.",ttdf_5ab1d2b6b663,flip_sign|reciprocal_value
0,1,0,A_2call_linear_continuation_03,4.5,9,04a89de4d4d4,a shop reviews its figures. step #: compute how many whole times # fits into #. step #: format that result with # decimal places as text.,ttdf_043985a8ce1c,whole_quotient|format_number_fixed
0,1,1,A_4call_branch_aggregate_tool_catalog_00,5.25,16,8dbd09aed163,"add # and #, after that divide # by #, after that round # down to a whole number, and at the end find the spread between the largest and smallest of the result of step #, the result of step # and that",ttdf_303182f248e9,sum_two_numbers|divide|floor|range_of_three
0,1,1,G_2call_linear_continuation_03,6.5,9,fe0f4079c2ce,"an engineer checks a report. step #: sum the list [#, #, #]. step #: subtract # from that result.",ttdf_005efca1844f,aggregate_total|reduce_amount
0,1,0,A_5call_branch_aggregate_tool_catalog_00,6.8,17,3dc7ee4666df,"first, find the ratio of # to #. then, subtract that result from #. next, take the square root of #. after that, add # and #. finally, find the spread between the largest and smallest of the result of",ttdf_3fb598048f3d,ratio_of|subtract|sqrt|sum_two_numbers|range_of_three
0,1,1,A_3call_fan_in_variable_pla_00,1.6666666666666667,10,1189132cca61,"first, to divide # by # and then find the square root of #. after that, calculate the result of the result of step # percent.",ttdf_57b5548d9406,divide|sqrt|percentage_value
0,1,0,G_6pcall_fan_in_long_horizon_00,5.833333333333333,12,d467f1004988,please decrease # by # percent. then compute # percent of #. then find the remainder of that result divided by #. then decrease that result by # percent. then find the absolute difference between the ,ttdf_5234b52034e7,shrink_by_rate|portion_by_rate|leftover_after_grouping|shrink_by_rate|gap_between|exceeds_value
0,1,1,A_6pcall_linear_long_horizon_00,3.8333333333333335,9,3579e0f0ab5c,tell me what comes out when i compute # percent of #; decrease that result by # percent; find the absolute difference between that result and #; divide # by that result; subtract # from that result; r,ttdf_0612ae6230c8,percent_of|decrease_by_percent|absolute_difference|divide|subtract|nearest_integer
0,1,1,A_2call_linear_continuation_00,0.5,9,50da0a89352d,a school tracks these figures for its yearbook. step #: average # and #. step #: round that result to the nearest whole number.,ttdf_3ab27f7a489e,average_of_two|nearest_integer
0,1,0,A_2call_linear_continuation_03,2.0,9,de3b05ba6e0a,"my target is to negate the value those steps produce, and the way there is: compute # percent of #.",ttdf_02ffa6ab4799,percent_of|negate
0,1,1,G_3call_linear_variable_pla_00,5.0,8,ed47c5a1ca76,"a lab notebook lists these measurements. step #: average the list [#, #, #]. step #: find the remainder of # divided by that result. step #: subtract that result from #.",ttdf_0d64a00f5dbd,central_value|leftover_after_grouping|reduce_amount
0,1,1,G_5call_linear_long_horizon_00,3.4,8,1a7342951fdd,"to begin, count the items of [#, #, #, #, #]. next, subtract that result from #. next, decrease that result by # percent. next, decrease that result by # percent. lastly, multiply # by that result.",ttdf_45503416c7e3,series_length|remaining_after|shrink_by_rate|shrink_by_rate|pairwise_product
0,1,0,G_5call_fan_in_long_horizon_00,2.6,10,4f01175cd3ea,an engineer checks a report. step #: round # to # decimal places. step #: compute the ratio of that result to #. step #: take the square root of that result. step #: compute the ratio of # to #. step ,ttdf_5ca8a1664d95,trim_precision|proportion_between|root_extract|proportion_between|gap_between
0,1,0,G_3call_fan_in_tool_catalog_01,9.666666666666666,15,b53bfe3b99f5,"initially, find how many whole minutes fit into # seconds. subsequently, compute # percent of #. in the end, subtract that result from the result of step #. (unrelated: the office moved in #.)",ttdf_d898b08082c1,whole_minutes_from_seconds|portion_by_rate|reduce_amount
0,0,0,A_2call_linear_continuation_03,2.0,8,cfadff23aef4,"first, add up #, #, #, #, #, #. after that, take the reciprocal of that result.",ttdf_7452e3961ad2,sum_of_values|inverse
0,1,2,G_6pcall_fan_in_tool_catalog_01,5.0,14,4f8c2d68d5c0,work out the end result of these operations: convert # kilometers to meters; average that result and #; decrease that result by # percent; add # and that result; take the reciprocal of #; subtract tha,ttdf_00eea86dd3fb,meters_from_km|midpoint_value|shrink_by_rate|combine_amounts|reciprocal_value|remaining_after
0,1,1,A_2call_linear_tool_catalog_02,9.0,18,f1743bb11538,"a warehouse audit produced these numbers. step #: find the spread (max minus min) of [#, #, #, #]. step #: multiply that result by #.",ttdf_424b15d64dbd,range_of_values|product_of_numbers
0,1,0,A_2call_linear_continuation_00,2.5,9,720a7ae25ed0,"first, raise # by # percent to get a new value. then, use that result to scale #, #, #, #, #.",ttdf_77a17198d6a2,increase_by_percent|scale_values
0,1,2,G_2call_linear_continuation_04,6.0,11,4be18bcde8ed,"to begin, sum the list values #, #, #, #. next, find the absolute difference between # and the resulting sum.",ttdf_1c5edf726d90,aggregate_total|gap_between
0,1,0,A_3call_fan_in_variable_pla_00,4.666666666666667,12,d03a81d8bdd0,a shop reviews its figures. step #: take the reciprocal of #. step #: compute how many whole times # fits into #. step #: subtract that result from the result of step #.,ttdf_7ce7005320b7,inverse|floor_divide|difference_of_numbers
0,1,0,G_6pcall_fan_in_long_horizon_00,5.166666666666667,10,f193a70234e8,please find how many whole minutes fit into # seconds. then compute # percent of #. then compute the ratio of that result to #. then find the absolute difference between # and that result. then find t,ttdf_8940ad9d46bf,whole_minutes_from_seconds|portion_by_rate|proportion_between|gap_between|gap_between|inside_limits
0,1,1,A_6pcall_fan_in_long_horizon_00,6.166666666666667,11,dbaf88208f0f,please compute # percent of #. then convert # degrees celsius to fahrenheit. then add # and that result. then compute how many whole times that result fits into #. then compute how many whole times th,ttdf_001c7f87d8d1,percentage_value|celsius_to_fahrenheit|add|floor_divide|floor_divide|ratio_of
0,1,0,G_2call_linear_continuation_03,5.0,8,f768a1d69e31,"first, reduce # by # percent. once you have done that, square the result.",ttdf_5403047f1029,shrink_by_rate|self_product
0,1,1,G_3call_linear_variable_pla_00,2.6666666666666665,8,abfd6b828319,"after dividing # by #, calculate the absolute difference between the outcome and #. then, multiply # by the absolute difference calculated in the previous step.",ttdf_42dfe03aa03e,per_unit_value|gap_between|scale_quantity
0,1,2,G_2call_linear_continuation_00,4.5,9,23502bd01aa1,"first, calculate the average of #, #, #, #, #. then, divide # by that result and find the remainder.",ttdf_934faf8ba01c,central_value|leftover_after_grouping
0,1,3,A_6pcall_linear_long_horizon_00,5.5,10,b39e2caef6b7,"first, raise # by # percent, then raise that result by # percent, then determine how many times # fits into that result, then negate that result. afterward, take # percent of that result, then divide ",ttdf_83c35dcd6096,increase_by_percent|increase_by_percent|whole_quotient|negate|percentage_value|quotient_of|average_of_two|scale_values
0,1,0,G_2call_linear_continuation_03,1.0,8,dd07f195d9f5,"round # to the nearest whole number. next, using the previous value, find # percent of that.",ttdf_c48004ec37d3,whole_number_of|portion_by_rate
0,1,1,G_3call_linear_variable_pla_00,3.0,8,80090ee35dc8,"first, find out how many times # goes into # as a whole number. then, use the result of that calculation to find what percent # is. divide # by the result of the percent calculation",ttdf_6699e83d94fd,full_groups_of|portion_by_rate|per_unit_value
0,1,2,G_4call_fan_in_variable_pla_00,4.25,11,8e0d77e525a0,"first, convert # meters to kilometers. next, square #. then, find the average of the previous value and the result of step #. finally, report the result with the unit 'units' appended to it.",ttdf_1691c4ac38d4,km_from_meters|self_product|midpoint_value|annotate_measurement
0,1,0,G_4call_branch_aggregate_tool_catalog_00,6.5,14,c2767c5ccd21,"what i finally need is to find the spread between the largest and smallest of the result of step #, the result of step # and the value those steps produce; the preparation is to subtract # from #, the",ttdf_2c91c6df24d4,reduce_amount|grow_by_rate|round_up_whole|dispersion_of_three
0,1,0,A_2call_linear_tool_catalog_02,5.0,15,c20693a8646b,a warehouse audit produced these numbers. step #: take the square root of #. step #: find the absolute difference between # and that result.,ttdf_797de6038af8,sqrt|absolute_difference
0,1,1,A_6pcall_fan_in_tool_catalog_01,5.833333333333333,15,2c13066b1381,a school tracks these figures for its yearbook. step #: convert # kilometers to meters. step #: negate that result. step #: find the remainder of # divided by #. step #: negate that result. step #: in,ttdf_17b15dbab77c,km_to_meters|negate|modulo_of|negate|increase_by_percent|difference_of_numbers
0,1,0,G_2call_linear_continuation_04,5.0,11,ee3b1b90b27e,"first, negate #, then take the result and calculate # percent of it.",ttdf_01c298009b82,flip_sign|portion_by_rate
0,1,3,A_6pcall_fan_in_tool_catalog_02,3.5714285714285716,9,be05cc1b44d9,a delivery service reviews yesterday's log. step #: divide # by #. step #: square that result. step #: round that result up to a whole number. step #: average that result and #. step #: take the squar,ttdf_119efa6f9fb7,quotient_of|square_value|ceiling|average_of_two|sqrt|decrease_by_percent|quotient_of
0,1,5,A_6pcall_fan_in_tool_catalog_01,9.625,16,42a278d93fbb,"first, divide # by #. next, find the absolute difference between # and that result. then, compute the ratio of # to that result. afterwards, average that result and #. next, multiply # by that result.",ttdf_12f3a73f71fc,quotient_of|absolute_difference|ratio_of|average_of_two|multiply|nearest_integer|quotient_of|average_of_two
0,1,3,G_5call_branch_aggregate_tool_catalog_00,7.8,14,8a325dc26bec,a school tracks these figures for its yearbook. step #: round # down to a whole number. step #: subtract # from that result. step #: multiply # by #. step #: divide # by #. step #: average the result ,ttdf_3799eac59203,round_down_whole|reduce_amount|scale_quantity|per_unit_value|balance_of_three
0,1,0,G_3call_fan_in_variable_pla_00,9.0,12,0ac3271e8548,"first, reduce # by # percent. then, turn # kilometers into meters. finally, find the result of step # percent of that result.",ttdf_297b6a171cb4,shrink_by_rate|meters_from_km|portion_by_rate
0,1,1,G_5call_linear_long_horizon_00,4.6,9,65a044b08069,"to begin, compute how many whole times # fits into #. next, average that result and #. next, increase that result by # percent. next, decrease # by that result percent. lastly, add # and that result.",ttdf_dbca6ce17e9d,full_groups_of|midpoint_value|grow_by_rate|shrink_by_rate|combine_amounts
0,1,2,A_4call_fan_in_variable_pla_00,3.5,11,8be95a5ef8fe,"give me the result of this calculation: convert # hours to minutes; convert # degrees fahrenheit to celsius; add the result of step # and that result; append that result to the list [#, #, #, #].",ttdf_0770a215aedc,hours_to_minutes|fahrenheit_to_celsius|sum_two_numbers|append_to_values
0,1,0,A_2call_linear_continuation_04,4.0,11,eca68af0525e,"first, square #. then, find # percent of that result.",ttdf_deae1f887c12,square_value|percentage_value
0,1,1,G_5call_fan_in_long_horizon_00,4.6,12,270aefd88bfe,"first, multiply # by #, then from the result, find the absolute difference to #, then square #, and subtract # from that result, then subtract the final result from the value of step #.",ttdf_735f00969599,scale_quantity|gap_between|self_product|reduce_amount|reduce_amount
0,1,1,G_5call_fan_in_long_horizon_00,5.8,10,7b9acba47ea6,an engineer checks a report. step #: round # up to a whole number. step #: compute the ratio of # to that result. step #: convert # minutes to seconds. step #: compute how many whole times # fits into,ttdf_61719d1d9a53,round_up_whole|proportion_between|seconds_from_minutes|full_groups_of|proportion_between
0,1,1,G_6pcall_branch_aggregate_tool_catalog_00,8.142857142857142,16,6b0c7fa97f24,a school tracks these figures for its yearbook. step #: add # and #. step #: divide that result by #. step #: increase # by # percent. step #: subtract # from that result. step #: round # up to a whol,ttdf_0acb949c0b84,total_of_pair|per_unit_value|grow_by_rate|remaining_after|round_up_whole|root_extract|dispersion_of_three
0,1,2,A_5call_fan_in_long_horizon_00,4.2,11,d1af33221e69,an engineer checks a report. step #: multiply # by #. step #: decrease # by that result percent. step #: convert # meters to kilometers. step #: add the result of step # and that result. step #: label,ttdf_65e2342e8c96,product_of_numbers|decrease_by_percent|meters_to_km|add|label_with_unit
0,1,1,A_4call_branch_aggregate_tool_catalog_00,9.25,18,3b8c3359fb48,"an engineer checks a report. step #: compute # percent of #. step #: increase # by # percent. step #: find the absolute difference between # and #. step #: average the result of step #, the result of ",ttdf_5d4a18f14a8d,percent_of|increase_by_percent|absolute_difference|mean_of_three
0,1,1,A_2call_linear_continuation_03,4.5,8,cc09041927aa,a lab notebook lists these measurements. step #: negate #. step #: multiply that result by #. what is the final result?,ttdf_0ba4ae72e658,negate|product_of_numbers
0,1,1,A_3call_fan_in_tool_catalog_01,2.0,15,1af601ade381,a delivery service reviews yesterday's log. step #: compute how many whole times # fits into #. step #: convert # meters to kilometers. step #: find the absolute difference between the result of step ,ttdf_17671b0fdf34,floor_divide|meters_to_km|absolute_difference
0,1,2,G_2call_linear_continuation_03,3.0,8,600a10bad252,"to start, find the average of the numbers #, #, #, #, #, #. then, subtract # from the resulting average.",ttdf_1049e047f9b8,central_value|reduce_amount
0,1,0,A_2call_linear_continuation_00,3.5,8,2c21d93a5026,"first, calculate the increase of # by # percent. then, round that result to the nearest whole number and tell me the final outcome.",ttdf_5c216c99a0bc,increase_by_percent|nearest_integer
0,1,0,A_2call_linear_continuation_04,1.5,10,601d37b30cf1,"first, count the items of [#, #, #, #]. finally, decrease # by that result percent.",ttdf_06c164ef0719,count_of_values|decrease_by_percent
0,1,0,A_4call_linear_variable_pla_00,3.25,8,1bc1584b8041,"first, find the whole number of minutes in # seconds. then, subtract # from that result. take the ratio of # to the result of the previous operation. finally, add # to the result.",ttdf_72a4ddab8909,seconds_to_full_minutes|difference_of_numbers|ratio_of|add
0,1,2,A_4call_fan_in_variable_pla_00,3.75,10,8470fc3d9f72,"first, convert # meters to kilometers. then, round # to the nearest whole number and take that rounded result. afterwards, add the result of step # to that rounded result. finally, append this new sum",ttdf_48f8a8e09070,meters_to_km|nearest_integer|add|append_to_values
0,1,0,A_3call_fan_in_tool_catalog_01,8.666666666666666,17,0597cfbd0438,"round # down to a whole number, after that find the remainder of # divided by #, and at the end compute the ratio of the result of step # to that result.",ttdf_79b247cc2dfb,floor|modulo_of|ratio_of
0,1,0,A_2call_linear_continuation_00,6.5,9,bf8f0d822339,subtract # percent from #; round the result of that to the nearest whole number.,ttdf_17d073e41e97,decrease_by_percent|nearest_integer
0,1,1,A_2call_linear_continuation_00,4.5,8,bba0fe6ea991,"to get the final value, initially, divide # by #, then you need to round that result to the nearest whole number.",ttdf_fe94a5e2dc42,divide|nearest_integer
0,1,0,G_4call_fan_in_variable_pla_00,5.25,12,316fe38ff2d4,a school tracks these figures for its yearbook. step #: take the square root of #. step #: round # to the nearest whole number. step #: compute the result of step # percent of that result. step #: rou,ttdf_f523384deaaa,root_extract|whole_number_of|portion_by_rate|whole_number_of
0,1,1,A_3call_fan_in_tool_catalog_01,5.666666666666667,13,d6b484355ec9,"square #. then, determine the average of # and #. finally, find the result of step # percent of that result, and report only this final value.",ttdf_bc033ff3550b,square_value|average_of_two|percentage_value
0,1,2,A_6pcall_linear_long_horizon_00,3.3333333333333335,9,a2971150c8f8,"first, find the average of # and #. next, determine how many whole times that result fits into #. then, square that result. after that, multiply that result by #. following that, compute the ratio of ",ttdf_2a8ba9d8e1d3,average_of_two|floor_divide|square_value|product_of_numbers|ratio_of|scale_values
0,0,1,A_2call_linear_continuation_04,3.5,11,42df0907227f,"a delivery service reviews yesterday's log. step #: average the list [#, #, #, #, #, #]. step #: square that result.",ttdf_b45a0be1f14a,mean_of_values|square_value
0,1,2,G_4call_fan_in_variable_pla_00,3.0,10,55f6764e66a9,a school tracks these figures for its yearbook. step #: convert # degrees celsius to fahrenheit. step #: subtract # from #. step #: average the result of step # and that result. step #: build an ident,ttdf_bb161cd7a302,fahrenheit_from_celsius|reduce_amount|midpoint_value|compose_reference_code
0,0,2,G_5call_fan_in_long_horizon_00,5.2,11,630887d84712,"first, convert # kilometers to meters. then, find the absolute difference between that result and #. next, find out how many whole minutes fit into # seconds. take that result, negate it, and finally,",ttdf_f1edfb73d1e7,meters_from_km|gap_between|whole_minutes_from_seconds|flip_sign|midpoint_value
0,1,2,A_6pcall_branch_aggregate_tool_catalog_00,4.857142857142857,17,5e185501a3f5,"to begin, calculate the average of # and #. afterwards, find the ratio of that result to #. then, take the reciprocal of #. next, find the ratio of that result to #. afterwards, round # up to the near",ttdf_9966934901e2,average_of_two|ratio_of|inverse|ratio_of|ceiling|average_of_two|range_of_three
0,1,2,A_6pcall_linear_long_horizon_00,3.5,9,638803c301c6,"find the spread of #, #, #. next, create the ratio of # to the previous value, then multiply # by that result, then divide that result by #, then take the square root of that result, and finally, scal",ttdf_f0084b77cec7,range_of_values|ratio_of|product_of_numbers|quotient_of|sqrt|scale_values
0,1,0,A_3call_linear_variable_pla_00,4.0,8,8a22cf13d747,"a shop reviews its figures. step #: find the spread (max minus min) of [#, #, #, #, #, #]. step #: add that result and #. step #: scale every item of [#, #, #] by that result.",ttdf_3a6f2a53f095,range_of_values|sum_two_numbers|scale_values
0,1,2,G_6pcall_branch_aggregate_tool_catalog_00,7.125,14,262babb99026,a delivery service reviews yesterday's log. step #: add # and #. step #: find the absolute difference between # and that result. step #: divide that result by #. step #: decrease # by # percent. step ,ttdf_c7e061423748,total_of_pair|gap_between|split_evenly|shrink_by_rate|split_evenly|remaining_after|leftover_after_grouping|total_of_three_parts
0,1,0,G_3call_fan_in_variable_pla_00,5.0,11,be5d9e0077b0,a shop reviews its figures. step #: round # down to a whole number. step #: subtract # from #. step #: compute the result of step # percent of that result. report only the final value.,ttdf_bd653f0dc52b,round_down_whole|remaining_after|portion_by_rate
0,1,0,G_2call_linear_continuation_03,0.5,9,6c48ff4cd44e,"first, # is multiplied by # to get a new total. then, the result is squared. the new total is what is used in the squaring.",ttdf_ceecb8410fe0,pairwise_product|self_product
0,1,0,G_2call_linear_continuation_01,4.0,10,c9ca6de1de3a,a lab notebook lists these measurements. step #: round # down to a whole number. step #: find the remainder of # divided by that result.,ttdf_21faa94b557e,round_down_whole|leftover_after_grouping
0,1,0,A_4call_fan_in_variable_pla_00,7.25,11,69218dc408c2,"first, subtract # from # and round # to the nearest whole number. next, calculate the absolute difference between the result of step # and that result. finally, append the value that results to the li",ttdf_c57dc4e0751c,difference_of_numbers|nearest_integer|absolute_difference|append_to_values
0,1,0,G_3call_fan_in_variable_pla_00,1.0,11,344ea3212836,an engineer checks a report. step #: add # and #. step #: find how many whole minutes fit into # seconds. step #: find the absolute difference between the result of step # and that result.,ttdf_19b91e7a1afd,combine_amounts|whole_minutes_from_seconds|gap_between
0,1,1,A_4call_fan_in_variable_pla_00,6.25,12,3bcc45d1ce40,"decrease # by # percent, then round # to the nearest whole number, then average the result of step # and that result, and finally append that result to the list [#, #, #].",ttdf_01cd93628e62,decrease_by_percent|nearest_integer|average_of_two|append_to_values
0,1,1,A_5call_fan_in_long_horizon_00,6.2,11,538f1969c347,"first, subtract # from # and negate the result. then, take # and divide it by #; use the remainder from that. next, find the result of step # percent of that. next, use the result of the previous valu",ttdf_a966bd3a5396,subtract|negate|modulo_of|percent_of|build_tag
0,1,3,A_6pcall_linear_long_horizon_00,4.166666666666667,9,12509ec2d615,"first, convert # meters into kilometers. then, decrease that result by # percent. average # and that result, and then add # to the result of that. next, calculate #% of that result, and finally multip",ttdf_a96e32435698,meters_to_km|decrease_by_percent|average_of_two|add|percentage_value|scale_values
0,1,1,A_2call_linear_continuation_03,4.0,9,6a4d841b81da,a shop reviews its figures. step #: convert # minutes to seconds. step #: format that result with # decimal places as text.,ttdf_125e0e89b2a9,minutes_to_seconds|format_number_fixed
0,1,1,G_3call_linear_variable_pla_00,5.0,8,acc4de5509ff,a lab notebook lists these measurements. step #: compute the ratio of # to #. step #: average that result and #. step #: round that result to the nearest whole number.,ttdf_2186abc0c6f9,proportion_between|midpoint_value|whole_number_of
0,1,1,A_3call_linear_variable_pla_00,4.0,9,7f04d62eb79e,"a shop reviews its figures. step #: average # and #. step #: increase # by that result percent. step #: scale every item of [#, #, #] by that result. report only the final value.",ttdf_9236b2118b75,average_of_two|increase_by_percent|scale_values
