sample_id,outcome,n_gold,motif,answer_type,n_offered,ref_density,prompt_chars,c0_fail_class,d1_fail_class,c0_win,d1_win,c0_f1_func,d1_f1_func,c0_exec,d1_exec,question
b3bc6c17-de42-43cf-8c68-4c0f8b5465f2,lost,2,linear,string,13,0.5,135,success,parse,1,0,1.0,0.0,1,0,I have a temperature of 25 degrees Celsius. I want to convert it to Fahrenheit and then compute the MD5 digest of the resulting string.
c28f3807-67fa-4513-8fdc-7802409d49d9,lost,4,linear,float,8,0.375,228,success,wrong_args,1,0,0.4,0.6667,1,0,There are 690 male and female participants in a meeting. Half the female participants and one-quarter of the male participants are Democrats. One-third of all the participants are Democrats. How many of the Democrats are female?
c549eed3-2aa2-4baf-ace6-9a250dbf4924,lost,2,linear,list,13,0.5,95,success,wrong_args,1,0,0.5,1.0,1,0,"Create a list of length 5 containing the values 1, 2, 3, 4, 5, then reverse the resulting list."
c8fe1b79-5601-4660-a8ea-16c6fff9c744,lost,4,fan_in,float,9,0.375,172,success,too_few_calls,1,0,0.4,0.3333,1,1,"There are 32 stations between Ernakulam and Chennai. How many second class tickets have to be printed, so that a passenger can travel from one station to any other station?"
ccb458fa-d81d-49cc-a872-78e6f78891d2,lost,4,linear,float,10,0.375,117,success,parse,1,0,0.6667,0.0,1,0,P has $63 more than what Q and R together would have had if both B and C had 1/9 of what P has. How much does P have?
d27d13fd-1d87-4878-bb12-c9910d53a134,lost,3,linear,float,8,0.3333,99,success,parse,1,0,1.0,0.0,1,0,A train running at the speed of 110 km/hr crosses a pole in 9 sec. What is the length of the train?
e1a005a4-216d-4486-a15b-d53ccb574e78,lost,7,fan_in,float,10,0.4286,167,success,wrong_tool,1,0,0.25,0.0,1,0,"In a box of 11 pens, a total of 3 are defective. If a customer buys 2 pens selected at random from the box, what is the probability that neither pen will be defective?"
e5eb37ac-bd11-4a84-82a3-588c93ba7712,lost,2,linear,float,9,0.25,151,success,wrong_args,1,0,0.6667,0.0,1,0,"A chemist mixes one liter of pure water with x liters of a 60% salt solution, and the resulting mixture is a 15% salt solution. What is the value of x?"
e6a8c49d-577f-4a1e-a2d0-96ec051f83ac,lost,3,mixed,list,16,0.3333,163,success,wrong_args,1,0,1.0,1.0,1,0,"Generate all possible combinations of the list [1, 2, 3], then sanitize the string ""Hello, World!"", and finally add 1 to each number in the generated combinations."
e82737ff-a667-46b4-8b1d-1e16b1785911,lost,5,fan_in,float,8,0.4,185,success,too_few_calls,1,0,0.5714,0.25,1,1,Bhanu spends 30% of his income on petrol on scooter 21% of the remaining on house rent and the balance on food. If he spends Rs.300 on petrol then what is the expenditure on house rent?
ebdb9ed1-c0cb-49a3-b99f-51a3abdf8b90,lost,3,linear,float,19,0.6667,180,success,parse,1,0,1.0,0.0,1,0,"I have a date string ""12/05/2022"". I want to extract the year from it, then check if it is an integer, and finally calculate the perimeter of a circle with that year as the radius."
f23c3b8c-1ca9-42f3-a040-dce72b65aa28,lost,3,fan_in,float,10,0.3333,212,success,too_many_calls,1,0,0.8571,0.2857,1,1,"A fruit-salad mixture consists of apples, peaches, and grapes in the ratio 9:6:5, respectively, by weight. If 40 pounds of the mixture is prepared, the mixture includes how many more pounds of apples than grapes?"
f2aede8e-145b-4b28-84d4-9fb63d8564d7,lost,8,fan_in,float,10,0.4375,111,success,too_few_calls,1,0,0.2222,0.4,1,1,What is the probability that a two digit number selected at random is a multiple of 3 and not a multiple of 5 ?
fd49d75b-907d-4ea8-8f20-b94ae88ba68d,lost,8,fan_in,float,10,0.4375,161,success,too_few_calls,1,0,0.5455,0.5455,1,1,"If $120 invested at a certain rate of simple interest amounts to $180 at the end of 3 years,How much will $150 amount to at the same rate of interest in 6 years?"
fd974a69-367d-4ad0-ba69-509a91be9547,lost,3,mixed,string,17,0.25,265,success,final_answer,1,0,1.0,1.0,1,1,"I want to find the maximum value in each sub-array of a 2D array [[1, 2, 3], [4, 5, 6], [7, 8, 9]], then calculate the 5th term of the Fibonacci sequence, and finally generate a comment with the name 'John' and the 5th term of the Fibonacci"
